0.015625 141.07053315489 140.050323756027 142.090606543633
0.03125 140.693629593801 139.685414854417 141.701574278766
0.046875 140.317733020431 139.321456743229 141.313607151888
0.0625 139.942840744372 138.958446945127 140.926702246742
0.078125 139.568950082405 138.596382989227 140.540856655053
0.09375 139.196058358477 138.235262411085 140.156067476507
0.109375 138.824162903689 137.875082752678 139.772331818735
0.125 138.45326105627 137.515841562388 139.389646797283
0.140625 138.08335016156 137.157536394983 139.008009535597
0.15625 137.714427571994 136.800164811604 138.627417164997
0.171875 137.346490647079 136.443724379746 138.24786682466
0.1875 136.979536753376 136.088212673241 137.869355661591
0.203125 136.613563264484 135.733627272245 137.491880830612
0.21875 136.248567561016 135.379965763217 137.115439494329
0.234375 135.884547030587 135.027225738905 136.740028823122
0.25 135.521499067788 134.675404798328 136.365645995115
0.265625 135.159421074175 134.324500546765 135.992288196158
0.28125 134.798310458242 133.97451059573 135.619952619807
0.296875 134.43816463541 133.625432562962 135.248636467301
0.3125 134.078981028003 133.277264072408 134.878336947544
0.328125 133.720757065235 132.930002754205 134.509051277079
0.34375 133.363490183185 132.583646244665 134.140776680071
0.359375 133.007177824784 132.238192186259 133.773510388284
0.375 132.651817439795 131.893638227601 133.407249641064
0.390625 132.297406484794 131.549982023429 133.041991685313
0.40625 131.943942423152 131.207221234596 132.67773377547
0.421875 131.591422725018 130.865353528046 132.314473173494
0.4375 131.239844867299 130.524376576804 131.952207148839
0.453125 130.889206333645 130.184288059958 131.590932978434
0.46875 130.539504614428 129.845085662643 131.230647946665
0.484375 130.190737206723 129.506767076024 130.871349345353
0.5 129.842901614295 129.169329997285 130.513034473733
0.515625 129.495995347579 128.832772129606 130.155700638435
0.53125 129.150015923657 128.497091182156 129.799345153463
0.546875 128.804960866249 128.162284870069 129.443965340176
0.5625 128.46082770569 127.828350914434 129.089558527265
0.578125 128.117613978912 127.495287042278 128.736122050736
0.59375 127.775317229428 127.163090986551 128.383653253889
0.609375 127.433935007316 126.831760486109 128.032149487298
0.625 127.093464869196 126.501293285698 127.681608108789
0.640625 126.75390437822 126.171687135943 127.332026483425
0.65625 126.415251104049 125.842939793329 126.983401983481
0.671875 126.077502622835 125.515049020185 126.635731988427
0.6875 125.74065651721 125.188012584673 126.289013884909
0.703125 125.404710376261 124.861828260768 125.943245066725
0.71875 125.069661795519 124.536493828247 125.598422934813
0.734375 124.735508376936 124.212007072669 125.254544897224
0.75 124.402247728876 123.888365785365 124.911608369105
0.765625 124.069877466087 123.565567763422 124.569610772683
0.78125 123.738395209693 123.243610809663 124.22854953724
0.796875 123.407798587174 122.92249273264 123.888422099099
0.8125 123.078085232348 122.602211346612 123.549225901599
0.828125 122.749252785354 122.282764471535 123.210958395081
0.84375 122.421298892637 121.964149933043 122.873617036866
0.859375 122.094221206931 121.646365562438 122.537199291238
0.875 121.768017387238 121.32940919667 122.201702629422
0.890625 121.442685098817 121.013278678328 121.867124529568
0.90625 121.118222013166 120.697971855621 121.533462476727
0.921875 120.794625808001 120.383486582362 121.200713962842
0.9375 120.471894167245 120.069820717959 120.868876486717
0.953125 120.150024781007 119.756972127398 120.537947554006
0.96875 119.82901534557 119.444938681226 120.207924677195
0.984375 119.50886356337 119.133718255538 119.878805375576
1 119.189567142981 118.823308731965 119.550587175237
1.015625 118.871123799101 118.513707997656 119.223267609037
1.03125 118.553531252532 118.204913945266 118.896844216589
1.046875 118.236787230166 117.896924472941 118.571314544246
1.0625 117.92088946497 117.589737484301 118.246676145076
1.078125 117.605835695964 117.283350888432 117.922926578846
1.09375 117.291623668212 116.977762599865 117.600063412007
1.109375 116.978251132802 116.672970538566 117.27808421767
1.125 116.665715846829 116.368972629922 116.956986575593
1.140625 116.354015573382 116.065766804723 116.636768072158
1.15625 116.043148081527 115.763350999151 116.317426300357
1.171875 115.733111146288 115.461723154767 115.998958859771
1.1875 115.423902548635 115.160881218494 115.681363356555
1.203125 115.115520075468 114.860823142605 115.364637403417
1.21875 114.807961519597 114.561546884708 115.0487786196
1.234375 114.501224679732 114.263050407732 114.733784630867
1.25 114.195307360461 113.965331679916 114.419653069481
1.265625 113.890207372241 113.66838867479 114.106381574189
1.28125 113.585922531376 113.372219371167 113.793967790199
1.296875 113.282450660007 113.076821753123 113.482409369171
1.3125 112.97978958609 112.782193809989 113.171703969191
1.328125 112.677937143388 112.488333536334 112.861849254759
1.34375 112.37689117145 112.195238931953 112.552842896768
1.359375 112.076649515596 111.902908001852 112.24468257249
1.375 111.777210026905 111.611338756235 111.937365965554
1.390625 111.478570562195 111.320529210492 111.630890765931
1.40625 111.180728984012 111.030477385181 111.32525466992
1.421875 110.883683160612 110.741181306019 111.020455380124
1.4375 110.587430965945 110.45263900387 110.716490605437
1.453125 110.291970279645 110.164848514723 110.413358061027
1.46875 109.997298987007 109.87780787969 110.111055468315
1.484375 109.703414978978 109.591515144983 109.809580554964
1.5 109.410316152139 109.305968361907 109.508931054855
1.515625 109.118000408693 109.021165586843 109.209104708077
1.53125 108.826465656444 108.737104881236 108.910099260903
1.546875 108.535709808789 108.453784311585 108.61191246578
1.5625 108.245730784698 108.171201949422 108.314542081305
1.578125 107.956526508702 107.889355871308 108.017985872214
1.59375 107.668094910877 107.608244158814 107.722241609363
1.609375 107.380433926829 107.327864898509 107.42730706971
1.625 107.093541497679 107.048216181949 107.133180036301
1.640625 106.80741557005 106.76929610566 106.839858298251
1.65625 106.52205409605 106.491102771131 106.547339650728
1.671875 106.237455033259 106.213634284795 106.255621894937
1.6875 105.953616344714 105.93688875802 105.964702838102
